line_type,mkp_name,mkp_order_no,order_date,ordoro_id,sku,item_sale_price,item_tax,shipping_sale,total_per_sku,title,supplier_name,order_status,item_cost,cancelled_value,transport_cost_est,first_pick_date,last_delivery_date,courier,mage_mkp_commission,mkp_estimated_commission,mkp_actual_commission,order_grand_total,ordoro_import_date,tool_import_date,max_shipping_date,max_delivery_date,cd_status,is_clogistique_order,line_status,transport_cost_actual,order_place_time,order_prep_time,order_delivery_time,order_total_time,gm_estimated
ORDER LINE,CDiscount,2009121344T7P4C,9/12/20 11:44,1-300055138,BEL-Infinity-Syntka-F-Bialy,869.95,0,19.95,889.9,,BEL,cancelled,0,741.58,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,133.48,889.9,9/12/20 14:43,9/12/20 14:45,9/25/20 0:00,10/6/20 0:00,CancelledByCustomer,No,Cancelled,0,21,0,0,21,0
ORDER LINE,CDiscount,2009121344T7P8N,9/12/20 11:44,1-300055139,MIN-MATA-9EL-180x180-babygrey,54.95,0,9.95,64.9,,MIN,shipped,18.51,0,0,9/14/20 18:19,9/17/20 13:50,DPD,0,0,9.73,64.9,9/12/20 14:43,9/12/20 14:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,25.84
ORDER LINE,CDiscount,2009121410T5XVR,9/12/20 12:10,1-300055144,VIV-Vivo-RTV-03-LED-Czarny-CzarnyP,139.95,0,19.95,159.9,,VIV,shipped,56.31,0,0,9/28/20 23:32,0000-00-00 00:00:00,DPD,0,0,23.98,159.9,9/12/20 15:50,9/12/20 15:51,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,14,4,19,52.96
ORDER LINE,CDiscount,2009121422T53LA,9/12/20 12:22,1-300055143,AKO-KUCHNIA-LIMA-240,279.95,0,19.95,299.9,,AKO,shipped,94.6,0,16,9/17/20 12:09,9/24/20 13:24,UPS,7.2,0,52.18,307.1,9/12/20 15:50,9/12/20 15:51,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,2,2,7,11,81.14
ORDER LINE,CDiscount,2009121425T4XHQ,9/12/20 12:25,1-300055142,TOP-MalwaM6/140/white,134.95,0,19.95,154.9,,TOP,shipped,43.95,0,16,9/14/20 19:22,9/17/20 16:29,UPS,3.72,0,26.95,158.62,9/12/20 15:50,9/12/20 15:51,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,39.08
ORDER LINE,CDiscount,2009121429T4MLO,9/12/20 12:29,1-300055147,TOP-MalwaM4/white,89.95,0,9.95,99.9,,TOP,shipped,30.24,0,35.26,9/16/20 16:17,9/21/20 11:20,UPS,2.4,0,17.39,204.6,9/12/20 15:50,9/12/20 15:51,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,4,7,-1.64
ORDER LINE,CDiscount,2009121429T4MLO,9/12/20 12:29,1-300055147,TOP-MalwaM4/white,89.95,0,9.95,99.9,,TOP,shipped,30.24,0,35.26,9/16/20 16:17,9/21/20 11:20,UPS,2.4,0,17.39,204.6,9/12/20 15:50,9/12/20 15:51,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,4,7,-1.64
ORDER LINE,CDiscount,2009121439T3X9K,9/12/20 12:39,1-300055146,TOP-S33/white,68.95,0,9.95,78.9,,TOP,shipped,23.98,0,0,9/21/20 19:12,9/24/20 10:04,DPD,0,0,11.83,78.9,9/12/20 15:50,9/12/20 15:51,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,5,4,2,11,29.94
ORDER LINE,CDiscount,2009121455T2TRP,9/12/20 12:55,1-300055148,AKO-B-16-CLP-NAROZNE-BIALE-LEWE,159.95,0,19.95,179.9,,AKO,shipped,51.68,0,16,9/16/20 11:22,9/22/20 2:17,UPS,0,0,26.98,179.9,9/12/20 15:50,9/12/20 15:51,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,5,8,55.26
ORDER LINE,CDiscount,2009121516T1AQV,9/12/20 13:16,1-300055151,AKO-K60-5SZ-BIALA-SONOMA,126.95,0,19.95,146.9,,AKO,shipped,37.38,0,16,9/16/20 11:21,9/21/20 10:19,UPS,3.53,0,25.56,150.43,9/12/20 16:55,9/12/20 17:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,4,7,40.54
ORDER LINE,CDiscount,2009121520T0ZW2,9/12/20 13:20,1-300055150,AKO-K120-6SZ-BIALA,124.95,0,19.95,144.9,,AKO,shipped,39.16,0,16,9/17/20 12:00,9/22/20 10:36,UPS,0,0,21.73,144.9,9/12/20 16:55,9/12/20 17:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,3,4,8,43.86
ORDER LINE,CDiscount,2009121532T04B3,9/12/20 13:32,1-300055155,AKO-KUCHNIA-LIMA-240,279.95,0,19.95,299.9,,AKO,shipped,94.6,0,16,9/17/20 12:08,9/22/20 11:26,UPS,7.2,0,52.18,307.1,9/12/20 16:55,9/12/20 17:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,2,2,4,8,81.14
ORDER LINE,CDiscount,2009121532T05UU,9/12/20 13:32,1-300055156,TOP-S33/sonoma,68.95,0,9.95,78.9,,TOP,shipped,23.98,0,0,9/17/20 21:17,9/25/20 20:48,DPD,1.89,0,13.72,80.79,9/12/20 16:55,9/12/20 17:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,3,7,11,26.48
ORDER LINE,CDiscount,2009121551SYOYT,9/12/20 13:51,1-300055161,AKO-BIURKO-STAR-WOLNOSTOJACE-BIALE,47.95,0,9.95,57.9,,AKO,shipped,15.92,0,0,9/16/20 12:05,9/21/20 14:07,UPS,1.39,0,10.07,59.29,9/12/20 16:55,9/12/20 17:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,5,8,21.1
ORDER LINE,CDiscount,2009121609SX9Z1,9/12/20 14:09,1-300055162,AKO-BIURKO-PIN-BIALE,79.95,0,9.95,89.9,,AKO,shipped,28.43,0,0,9/15/20 19:04,9/18/20 13:12,DPD,0,0,13.48,89.9,9/12/20 18:00,9/12/20 18:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,2,5,33.01
ORDER LINE,CLogistique,2009121617SWODE,9/12/20 14:17,1-300055157,TOP-RTV140/sonoma,77.95,0,0,77.95,,TOP,awaiting_fulfillment,24.33,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.88,0,8.11,79.83,9/12/20 16:55,9/12/20 17:00,9/15/20 0:00,9/19/20 0:00,WaitingForShipmentAcceptation,Yes,Awaiting Protocol,0,20,0,0,20,15
ORDER LINE,CDiscount,2009121654SU4GS,9/12/20 14:54,1-300055170,TOP-MalwaM6/140/white,114.95,0,19.95,134.9,,TOP,shipped,43.95,0,16,9/14/20 19:21,9/17/20 11:41,UPS,0,0,20.24,269.8,9/12/20 18:01,9/12/20 18:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,32.23
ORDER LINE,CDiscount,2009121654SU4GS,9/12/20 14:54,1-300055170,TOP-MalwaM6/140/white,114.95,0,19.95,134.9,,TOP,shipped,43.95,0,16,9/14/20 19:21,9/17/20 11:41,UPS,0,0,20.24,269.8,9/12/20 18:01,9/12/20 18:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,32.23
ORDER LINE,CDiscount,2009121657STW1G,9/12/20 14:57,1-300055169,AKO-K120-8SZ-BIALA,159.95,0,19.95,179.9,,AKO,shipped,50.97,0,31.9,9/15/20 18:22,9/18/20 15:21,DPD,0,0,26.98,179.9,9/12/20 18:01,9/12/20 18:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,2,5,40.07
ORDER LINE,CDiscount,2009121708ST19D,9/12/20 15:08,1-300055173,TOP-Denver/white gloss,109.95,0,0,109.95,,TOP,shipped,41.86,0,0,9/17/20 1:39,9/25/20 12:35,UPS,0,0,8.79,109.95,9/12/20 18:01,9/12/20 18:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,8,11,40.98
ORDER LINE,CDiscount,2009121715SSIOB,9/12/20 15:15,1-300055172,BA-BERLIN-PINK-S,39.95,0,9.95,49.9,,BAG,shipped,15,0,15.95,9/14/20 16:01,9/17/20 13:36,DPD,0,0,7.49,99.8,9/12/20 18:01,9/12/20 18:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,3.14
ORDER LINE,CDiscount,2009121715SSIOB,9/12/20 15:15,1-300055172,BA-BERLIN-PURPLE-S,39.95,0,9.95,49.9,,BAG,shipped,15,0,15.95,9/14/20 15:21,9/17/20 13:52,DPD,0,0,7.49,99.8,9/12/20 18:01,9/12/20 18:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,3.14
ORDER LINE,CLogistique,2009121720SS6JU,9/12/20 15:20,1-300055168,TOP-MalwaM3/white,74.95,0,0,74.95,,TOP,awaiting_fulfillment,24.87,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.8,0,7.8,153.5,9/12/20 18:01,9/12/20 18:10,9/14/20 0:00,9/16/20 0:00,WaitingForShipmentAcceptation,Yes,Awaiting Protocol,0,20,0,0,20,12.34
ORDER LINE,CLogistique,2009121720SS6JU,9/12/20 15:20,1-300055168,TOP-MalwaM3/white,74.95,0,0,74.95,,TOP,awaiting_fulfillment,24.87,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.8,0,7.8,153.5,9/12/20 18:01,9/12/20 18:10,9/14/20 0:00,9/16/20 0:00,WaitingForShipmentAcceptation,Yes,Awaiting Protocol,0,20,0,0,20,12.34
ORDER LINE,CDiscount,2009121752SPJIP,9/12/20 15:52,1-300055178,TOP-KaroK6-140-Beton,149.95,0,19.95,169.9,,TOP,shipped,47.59,0,16,9/16/20 16:21,9/30/20 14:02,UPS,4.07,0,29.55,173.97,9/12/20 19:05,9/12/20 19:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,13,16,45.05
ORDER LINE,CDiscount,2009121758SP371,9/12/20 15:58,1-300055177,AKO-B-20-NAROZNE-CLP-BIALY-BIALY-POLYSK-LEWE,244.95,0,19.95,264.9,,AKO,shipped,92.81,0,16,9/22/20 13:26,9/25/20 14:15,UPS,0,0,39.73,264.9,9/12/20 19:05,9/12/20 19:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,8,1,3,12,72.21
ORDER LINE,CDiscount,2009121806SOJWF,9/12/20 16:06,1-300055176,HA-F008/white,109.95,0,14.95,124.9,,HAA,shipped,37.75,0,31.9,0000-00-00 00:00:00,0000-00-00 00:00:00,DPD,2.38,0,17.21,202.55,9/12/20 19:05,9/12/20 19:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,19,0,20,15.24
ORDER LINE,CDiscount,2009121806SOJWF,9/12/20 16:06,1-300055176,TOP-R40/white,57.95,0,14.95,72.9,,TOP,shipped,18.43,0,15.95,9/28/20 23:30,10/1/20 21:08,DPD,2.38,0,17.21,202.55,9/12/20 19:05,9/12/20 19:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,2,14,2,18,7.18
ORDER LINE,CDiscount,2009121814SNW4U,9/12/20 16:14,1-300055180,TOP-S30/white,66.95,0,9.95,76.9,,TOP,shipped,23.08,0,0,9/17/20 21:21,9/22/20 18:48,DPD,0,0,11.53,76.9,9/12/20 19:06,9/12/20 19:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,3,4,8,29.47
ORDER LINE,CDiscount,2009121835SMB6Q,9/12/20 16:35,1-300055182,TOP-SZAFKA-POLA-ARTISAN,69.95,0,9.95,79.9,,TOP,shipped,25.76,0,0,9/17/20 21:15,9/22/20 22:13,DPD,0,0,11.98,79.9,9/12/20 20:12,9/12/20 20:15,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,3,5,9,28.84
ORDER LINE,CDiscount,2009121855SKUVI,9/12/20 16:55,1-300055183,TOP-Kuba/high_gloss,149.95,0,19.95,169.9,,TOP,shipped,50.46,0,16,9/18/20 15:17,9/23/20 9:35,UPS,4.07,0,29.55,173.97,9/12/20 20:12,9/12/20 20:15,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,2,3,4,9,42.18
ORDER LINE,CDiscount,2009121906SK3ZT,9/12/20 17:06,1-300055186,AKO-B-16-CLP-NAROZNE-SONOMA-LEWE,159.95,0,19.95,179.9,,AKO,shipped,51.68,0,16,9/16/20 11:19,9/21/20 14:22,UPS,0,0,26.98,179.9,9/12/20 20:12,9/12/20 20:15,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,5,8,55.26
ORDER LINE,CDiscount,2009121947SHGF9,9/12/20 17:47,1-300055193,AKO-BIURKO-CLP-135-WOLNOSTOJACE-SONOMA,169.95,0,19.95,189.9,,AKO,shipped,65.99,0,16,9/16/20 11:15,9/21/20 14:27,UPS,0,0,28.49,379.8,9/12/20 21:19,9/12/20 21:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,5,8,47.77
ORDER LINE,CDiscount,2009121947SHGF9,9/12/20 17:47,1-300055193,AKO-BIURKO-CLP-135-WOLNOSTOJACE-SONOMA,169.95,0,19.95,189.9,,AKO,shipped,65.99,0,16,9/16/20 11:15,9/21/20 14:27,UPS,0,0,28.49,379.8,9/12/20 21:19,9/12/20 21:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,5,8,47.77
ORDER LINE,CLogistique,2009121949SHBQ8,9/12/20 17:49,1-300055185,TOP-RTV140/wenge,77.95,0,0,77.95,,TOP,awaiting_fulfillment,24.33,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,6.23,77.95,9/12/20 20:12,9/12/20 20:15,9/14/20 0:00,9/16/20 0:00,WaitingForShipmentAcceptation,Yes,Awaiting Protocol,0,20,0,0,20,18.45
ORDER LINE,CDiscount,2009122002SGJ35,9/12/20 18:02,1-300055192,TOP-MalwaM6/140/white,134.95,0,19.95,154.9,,TOP,shipped,43.95,0,16,9/14/20 19:19,9/17/20 13:22,UPS,0,0,23.23,154.9,9/12/20 21:19,9/12/20 21:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,45.9
ORDER LINE,CDiscount,2009122044SERXG,9/12/20 18:44,1-300055196,BIM-A1-N1847-DKX,89.95,0,9.95,99.9,,BIM,shipped,39.99,0,13.9,0000-00-00 00:00:00,0000-00-00 00:00:00,,2.39,0,17.37,102.29,9/12/20 21:19,9/12/20 21:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,0,0,20,10
ORDER LINE,CDiscount,2009122109SDTA8,9/12/20 19:09,1-300055197,TOP-M8/white/120,162.95,0,19.95,182.9,,TOP,shipped,52.96,0,16,9/15/20 16:19,9/18/20 14:04,UPS,4.38,0,31.81,187.28,9/12/20 22:25,9/12/20 22:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,2,4,48
ORDER LINE,CDiscount,2009122146SCAX3,9/12/20 19:46,1-300055200,TOP-KaroK6/120/sonoma,148.95,0,19.95,168.9,,TOP,shipped,40.8,0,16,9/15/20 16:26,9/18/20 17:22,UPS,0,0,25.33,168.9,9/12/20 23:32,9/12/20 23:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,1,3,5,58.62
ORDER LINE,CDiscount,2009122157SBWRY,9/12/20 19:57,1-300055199,AKO-A-11-SONOMA,154.95,0,19.95,174.9,,AKO,shipped,50.97,0,16,9/21/20 14:17,9/24/20 10:23,UPS,4.2,0,30.43,179.1,9/12/20 23:32,9/12/20 23:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,7,2,29,44.85
ORDER LINE,CDiscount,2009122200SBSGV,9/12/20 20:00,1-300055198,TOP-MalwaM6/140/white,134.95,0,19.95,154.9,,TOP,shipped,43.95,0,16,9/14/20 19:24,9/17/20 15:23,UPS,0,0,23.23,154.9,9/12/20 23:32,9/12/20 23:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,0,2,3,45.9
ORDER LINE,CDiscount,2009122250SA2BG,9/12/20 20:50,1-300055207,MOB-R-140-S4-SonomaMixWenge,186.95,0,19.95,206.9,,MOB,shipped,58.33,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,31.03,206.9,9/13/20 0:40,9/13/20 0:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,0,0,20,83.06
ORDER LINE,CDiscount,2009122253S9YOH,9/12/20 20:53,1-300055206,TBED-Flower-140x70,169.95,0,19.95,189.9,,TBED,shipped,52.79,0,31.9,9/24/20 17:30,9/29/20 17:26,DPD,4.55,0,33.03,194.45,9/13/20 0:40,9/13/20 0:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,10,4,15,36.74
ORDER LINE,CDiscount,2009122302S9OGH,9/12/20 21:02,1-300055205,MOB-L-30-WengeMixSonoma,69.95,0,9.95,79.9,,MOB,shipped,25.06,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,11.98,79.9,9/13/20 0:40,9/13/20 0:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,0,0,20,29.54
ORDER LINE,CDiscount,2009122308S9HA7,9/12/20 21:08,1-300055208,CA-5903076301413,84.95,0,9.95,94.9,,CARE,cancelled,36.29,77.19,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,2.27,0,16.5,97.17,9/13/20 0:41,9/13/20 0:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Cancelled,0,20,0,0,20,-36.29
ORDER LINE,CDiscount,2009130003S80KK,9/12/20 22:03,1-300055212,TOP-2D4S/120/dab_artisan,124.95,0,19.95,144.9,,TOP,shipped,46.7,0,16,9/16/20 16:17,9/21/20 13:31,UPS,0,0,21.73,144.9,9/13/20 0:41,9/13/20 0:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,4,7,36.32
ORDER LINE,CLogistique,2009130016S7QG3,9/12/20 22:16,1-300055209,TOP-MalwaM3/wenge,74.95,0,0,74.95,,TOP,shipped,24.87,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.79,0,7.78,76.74,9/13/20 0:41,9/13/20 0:45,9/14/20 0:00,9/16/20 0:00,Shipped,Yes,Awaiting shipment,0,20,0,0,20,28.32
ORDER LINE,CLogistique,2009130034S7E7O,9/12/20 22:34,1-300055211,TOP-MalwaM3/black,74.95,0,0,74.95,,TOP,shipped,24.87,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.8,0,7.79,76.75,9/13/20 0:41,9/13/20 0:45,9/15/20 0:00,9/18/20 0:00,Shipped,Yes,Awaiting shipment,0,20,0,0,20,28.3
ORDER LINE,CDiscount,2009130644S3YWJ,9/13/20 4:44,1-300055214,MOB-L-30-Sonoma,69.95,0,9.95,79.9,,MOB,shipped,25.06,0,0,9/21/20 22:01,9/25/20 10:05,DPD,1.92,0,13.9,81.82,9/13/20 8:44,9/13/20 8:45,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,7,3,30,26.02
ORDER LINE,CDiscount,2009130848S2NON,9/13/20 6:48,1-300055221,AKO-REGAL-80-1D4P-CLP-SONOMA,164.95,0,19.95,184.9,,AKO,shipped,53.47,0,16,9/17/20 14:18,9/23/20 10:23,UPS,0,0,27.73,184.9,9/13/20 9:51,9/13/20 10:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,3,5,28,56.88
ORDER LINE,CDiscount,2009130848S2O11,9/13/20 6:48,1-300055222,AKO-B-20-NAROZNE-CLP-SONOMA-BIALA-PRAWE,174.95,0,19.95,194.9,,AKO,shipped,65.99,0,16,9/21/20 14:17,9/24/20 13:35,UPS,0,0,29.23,194.9,9/13/20 9:51,9/13/20 10:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,7,2,29,51.2
ORDER LINE,CDiscount,2009130852S2KF4,9/13/20 6:52,1-300055220,TOP-R40-dab-artisan,57.95,0,9.95,67.9,,TOP,shipped,18.43,0,0,9/17/20 21:19,9/22/20 11:55,DPD,0,0,10.18,67.9,9/13/20 9:51,9/13/20 10:00,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,3,4,8,27.97
ORDER LINE,CLogistique,2009130859S2ETJ,9/13/20 6:59,1-300055218,TOP-RTV140/white,77.95,0,0,77.95,,TOP,awaiting_fulfillment,24.33,0,15.95,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,6.23,77.95,9/13/20 9:51,9/13/20 10:00,9/16/20 0:00,9/22/20 0:00,WaitingForShipmentAcceptation,Yes,Awaiting Protocol,0,20,0,0,20,18.45
ORDER LINE,CDiscount,2009130926S1LLT,9/13/20 7:26,1-300055226,TOP-MalwaM6/140/white,134.95,0,19.95,154.9,,TOP,shipped,43.95,0,16,9/14/20 19:18,9/17/20 14:26,UPS,0,0,23.23,154.9,9/13/20 10:57,9/13/20 11:00,9/25/20 0:00,10/6/20 0:00,Shipped,No,Awaiting shipment,0,1,0,2,3,45.9
ORDER LINE,CLogistique,2009131109RW20G,9/13/20 9:09,1-300055232,TOP-MalwaM3/white,74.95,0,0,74.95,,TOP,shipped,24.87,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,5.99,74.95,9/13/20 12:03,9/13/20 12:10,9/14/20 0:00,9/16/20 0:00,Shipped,Yes,Awaiting shipment,0,20,0,0,20,31.6
ORDER LINE,CDiscount,2009131112RVUWN,9/13/20 9:12,1-300055233,HA-S002/white,72.95,0,9.95,82.9,,HAA,shipped,24.28,0,0,9/14/20 18:18,9/21/20 16:48,DPD,0,0,12.43,82.9,9/13/20 12:03,9/13/20 12:10,10/16/20 0:00,10/27/20 0:00,Shipped,No,Awaiting shipment,0,20,0,6,26,32.37
ORDER LINE,CDiscount,2009131143RTZKZ,9/13/20 9:43,1-300055236,MM-5907717434775,59.95,0,9.95,69.9,,MIL,shipped,24.86,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,10.48,69.9,9/13/20 13:09,9/13/20 13:10,9/25/20 0:00,10/6/20 0:00,Shipped,No,Awaiting shipment,0,20,0,0,20,22.91
ORDER LINE,CDiscount,2009131159RT1P8,9/13/20 9:59,1-300055239,MOB-L-23-SonomaMixWenge,79.95,0,9.95,89.9,,MOB,shipped,27.58,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,2.15,0,15.63,92.05,9/13/20 13:09,9/13/20 13:10,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,0,0,20,29.92
ORDER LINE,CDiscount,2009131242RR0RS,9/13/20 10:42,1-300055241,AKO-BIURKO-ANA-SONOMA-BIALY,148.95,0,19.95,168.9,,AKO,cancelled,46.32,140.75,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,25.33,168.9,9/13/20 14:14,9/13/20 14:15,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Cancelled,0,20,0,0,20,-46.32
ORDER LINE,CDiscount,2009131308RPNYV,9/13/20 11:08,1-300055247,MOB-R-120-Wenge-Zebrano-1,176.95,0,19.95,196.9,,MOB,shipped,55.94,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,4.72,0,34.26,403.24,9/13/20 14:15,9/13/20 14:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,0,0,20,69.95
ORDER LINE,CDiscount,2009131308RPNYV,9/13/20 11:08,1-300055247,MOB-R-120-Wenge-Zebrano-1,176.95,0,19.95,196.9,,MOB,shipped,55.94,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,4.72,0,34.26,403.24,9/13/20 14:15,9/13/20 14:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,20,0,0,20,69.95
ORDER LINE,CDiscount,2009131418RKVZV,9/13/20 12:18,1-300055254,AKO-KUCHNIA-LIMA-240,279.95,0,19.95,299.9,,AKO,shipped,94.6,0,16,9/17/20 13:26,9/22/20 20:14,UPS,7.2,0,52.18,307.1,9/13/20 15:21,9/13/20 15:30,9/25/20 0:00,10/6/20 0:00,WaitingForShipmentAcceptation,No,Awaiting shipment,0,1,2,5,8,81.14
ORDER LINE,CLogistique,2009131428RK128,9/13/20 12:28,1-300055248,TOP-MalwaM2/white,39.95,0,0,39.95,,TOP,shipped,12.17,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,5.99,39.95,9/13/20 15:21,9/13/20 15:30,9/14/20 0:00,9/16/20 0:00,Shipped,Yes,Awaiting shipment,0,20,0,0,20,15.13
ORDER LINE,CLogistique,2009131444RITPI,9/13/20 12:44,1-300055251,TOP-Denver/sonoma,89.95,0,0,89.95,,TOP,shipped,30.77,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,0,0,7.19,89.95,9/13/20 15:21,9/13/20 15:30,9/15/20 0:00,9/18/20 0:00,Shipped,Yes,Awaiting shipment,0,20,0,0,20,37
ORDER LINE,CDiscount,2009131451RI9A1,9/13/20 12:51,1-300055262,GOC-STOJAK-OHIO,39.95,0,9.95,49.9,,GOCK,shipped,14.61,0,0,9/14/20 13:02,9/17/20 17:09,DPD,0,0,7.48,49.9,9/13/20 16:27,9/13/20 16:30,9/25/20 0:00,10/6/20 0:00,Shipped,No,Awaiting shipment,0,20,0,3,23,19.49
ORDER LINE,CLogistique,2009131455RHUZG,9/13/20 12:55,1-300055255,TOP-RTV140/white,77.95,0,0,77.95,,TOP,shipped,24.33,0,0,0000-00-00 00:00:00,0000-00-00 00:00:00,,1.87,0,8.1,79.82,9/13/20 15:21,9/13/20 15:30,9/14/20 0:00,9/16/20 0:00,Shipped,Yes,Awaiting shipment,0,19,0,0,19,30.97
